"ORI","IncidentId","IncidentDate","TotalVictims","TotalOffenders","OffenderRaceId"
"CA0370600","1404606","2014-04-13",0,0,"U"
"CA0370600","1407374","2014-06-17",0,0,"U"
"CA0370600","1409264","2014-08-03",0,0,"U"
"CA0370600","1410243","2014-08-27",2,1,"W"
"CA0370700","14114687","2014-03-21",0,2,"U"
"CA0370900","1400445","2014-01-21",2,1,"W"
"CA0371000","14000972","2014-01-23",1,0,"U"
"CA0371000","14006446","2014-05-19",1,1,"W"
"CA0371100","14-049512","2014-12-07",1,1,"W"
"CA0371100","14001755","2014-01-13",1,1,"W"
"CA0371100","14005638","2014-02-08",1,0,"U"
"CA0371100","14005748","2014-02-09",1,1,"B"
"CA0371100","14014535","2014-04-11",1,0,"U"
"CA0371100","14014781","2014-04-11",1,0,"U"
"CA0371100","14016657","2014-04-25",1,0,"U"
"CA0371100","14018199","2014-05-02",1,1,"W"
"CA0371100","14020003","2014-05-17",2,0,"U"
"CA0371100","14020766","2014-05-22",2,0,"U"
"CA0371100","14023071","2014-06-09",1,1,"W"
"CA0371100","14024363","2014-06-13",1,0,"U"
"CA0371100","14025886","2014-06-27",1,3,"B"
"CA0371100","14026265","2014-06-29",1,0,"U"
"CA0371100","14026477","2014-07-01",2,4,"U"
"CA0371100","14028709","2014-07-15",0,0,"U"
"CA0371100","14034232","2014-09-12",0,2,"W"
"CA0371100","14034580","2014-08-22",1,0,"U"
"CA0371100","14035201","2014-08-28",1,3,"W"
"CA0371100","14035345","2014-08-28",0,0,"U"
"CA0371100","14035648","2014-09-01",1,1,"W"
"CA0371100","14040717","2014-10-05",1,1,"B"
"CA0371100","14041107","2014-10-08",1,0,"U"
"CA0371100","14047019","2014-11-19",1,1,"B"
"CA0371200","14148565","2014-09-23",1,1,"W"
"CA0371300","14100319","2014-01-02",3,1,"W"
"CA0371300","14117120","2014-04-03",1,3,"W"
"CA0371300","14156517","2014-11-06",1,4,"M"
"CA0371500","0299","2014-01-20",1,1,"U"
"CA0379900","201401133","2014-07-01",1,1,"W"
"CA0380100","140105336","2014-02-04",0,0,"U"
"CA0380100","140135991","2014-02-13",0,0,"U"
"CA0380100","140201912","2014-03-08",1,0,"U"
"CA0380100","140536383","2014-06-28",2,5,"M"
"CA0380100","140626928","2014-07-28",2,1,"W"
"CA0380100","140896507","2014-10-23",1,1,"B"
"CA0380100","140985138","2014-11-21",0,0,"U"
"CA0380500","1403-2274","2014-03-15",1,1,"W"
"CA0380500","1404-3554","2014-04-21",3,1,"W"
"CA0390300","2014-2668","2014-01-28",0,0,"U"
"CA0390400","14-267","2014-02-04",2,1,"W"
"CA0390400","14-752","2014-04-06",1,4,"M"
"CA0390500","14-10659","2014-03-22",1,1,"W"
"CA0390600","14-025481","2014-06-03",1,0,"U"
"CA0400200","14-1315","2014-09-07",1,3,"W"
"CA0400400","140190","2014-01-20",2,1,"U"
"CA0400400","142032","2014-07-20",2,1,"W"
"CA0400600","140718052","2014-07-17",1,6,"W"
"CA0410000","14-02160","2014-03-13",1,1,"W"
"CA0410600","14008269","2014-10-18",2,1,"W"
"CA0411600","14-0212-006","2014-02-12",1,1,"W"
"CA0411600","14-0423-021","2014-04-13",1,0,"U"
"CA0420000","14-7725","2014-05-27",1,2,"W"
"CA0421200","14-11120","2014-07-31",0,0,"U"
"CA0430000","14-276-0179C","2014-10-03",1,2,"U"
"CA0430000","143130011","2014-11-08",1,0,"U"
"CA0430400","14-0231","2014-01-16",4,0,"U"
"CA0430400","14-3559","2014-08-08",1,0,"U"
"CA0430700","14-1288","2014-07-25",1,1,"W"
"CA0430700","140730","2014-05-07",1,2,"W"
"CA0431200","140002609","2014-05-11",1,0,"U"
"CA0431200","140004793","2014-08-23",2,1,"W"
"CA0431300","14-014-0400","2014-01-14",1,0,"U"
"CA0431300","14-133-0368","2014-05-13",2,1,"W"
"CA0431300","14-214-0579","2014-08-02",1,0,"U"
"CA0431300","14-273-0472","2014-09-30",1,1,"A"
"CA0431300","14-344-0834","2014-12-10",1,2,"M"
"CA0431600","14-377","2014-01-16",3,4,"W"
"CA0431700","14-1343","2014-07-31",0,0,"U"
"CA0440000","1409437","2014-11-19",0,0,"U"
"CA0440200","14S-00404","2014-01-13",0,0,"U"
"CA0440200","14S-01362","2014-02-22",1,3,"W"
"CA0440200","14S-04475","2014-06-03",1,1,"W"
"CA0440200","14S-05221","2014-06-28",1,1,"U"
"CA0450000","14-7614","2014-03-04",2,0,"U"
"CA0450200","14-42838","2014-06-17",2,3,"W"
"CA0450200","14-61401","2014-08-25",1,0,"U"
"CA0480600","14-07631","2014-10-12",1,0,"U"
"CA0490000","140611-003","2014-06-11",2,1,"W"
"CA0500200","MP14-081748","2014-08-27",2,1,"W"
"CA0500200","MP14-52308","2014-06-05",2,1,"W"
"CA0520200","14-2432","2014-07-23",1,5,"W"
"CA0520200","14-3975","2014-12-19",1,1,"W"
"CA0520200","14-902","2014-03-15",1,1,"W"
"CA0540700","14-07641","2014-06-23",1,0,"U"
"CA0550000","14-3997","2014-12-16",1,1,"M"
"CA0550000","14001975","2014-07-05",1,1,"W"
"CA0550100","14-1004","2014-07-22",1,0,"U"
"CA0550100","14-49","2014-01-08",1,0,"U"
"CA0560100","14-0004275","2014-02-23",1,1,"W"
"CA0560100","14-14205","2014-06-21",1,0,"U"
"CA0560400","14-38344","2014-04-21",1,1,"W"
"CA0560400","2014-26287","2014-03-17",1,0,"U"
"CA0560400","2014-44585","2014-05-08",1,0,"U"
"CA0560800","14-13572","2014-10-23",1,1,"W"
"CA0560900","14-27226","2014-07-08",1,1,"W"
"CA0560900","1422234","2014-06-02",1,4,"W"
"CA0560900","142603","2014-01-19",2,1,"W"
"CA0561400","130029262","2014-01-01",1,1,"U"
"CA0570000","201400168","2014-01-19",1,1,"W"
"CA0579700","C14-0468","2014-04-18",3,1,"W"
"CA0579700","C14-0559","2014-05-09",0,0,"U"
"CA0579700","C14-0897","2014-08-21",0,0,"U"
"CA0580000","14-1176","2014-03-15",1,2,"M"
"CA0580000","14-1366","2014-03-30",3,1,"W"
"CA0580000","14-5490","2014-12-04",2,1,"B"
"CO0010100","14-011529","2014-03-28",1,3,"B"
"CO0010100","14-027741","2014-07-21",2,1,"W"
"CO0010100","14-035821","2014-09-13",1,0,"U"
"CO0030700","14001097","2014-06-06",1,1,"B"
"CO0031100","201400031161","2014-08-21",1,1,"W"
"CO0070400","140004569","2014-06-07",1,1,"W"
"CO0070400","140008017","2014-09-17",1,1,"W"
"CO0100100","140323","2014-06-19",1,1,"W"
"CO0180000","201400027647","2014-03-30",2,0,"U"
"CO0210000","14002194","2014-02-19",1,1,"W"
"CO0210000","14017075","2014-12-27",1,1,"W"
"CO0210000","14017075A","2014-12-27",1,1,"W"
"CO0210000","14017075B","2014-12-27",1,1,"W"
"CO0210100","201400008441","2014-03-23",1,1,"W"
"CO0210100","201400012785","2014-05-04",1,0,"U"
"CO0210100","201400017127","2014-06-13",0,0,"U"
"CO0210100","201400031319","2014-09-20",1,1,"W"
"CO0210100","201400032387","2014-09-26",3,1,"W"
"CO0220100","201400004193","2014-02-20",1,1,"U"
"CO0230100","201400005954","2014-04-27",1,1,"W"
"CO0230100","201400012982","2014-08-13",1,1,"W"
"CO0230200","CR14-009","2014-01-14",1,1,"U"
"CO0230600","201400000333","2014-08-29",2,1,"U"
"CO0240000","140152","2014-03-23",1,1,"W"
"CO0300000","14-2023","2014-02-01",1,1,"W"
"CO0300100","2014004930","2014-04-12",1,2,"W"
"CO0300200","0114004623","2014-12-13",1,1,"W"
"CO0340000","S14-07021","2014-04-22",1,1,"I"
"CO0340000","S14-09876","2014-06-06",1,0,"U"
"CO0340100","P14-11387","2014-04-20",1,1,"U"
"CO0340100","P14-17898","2014-06-14",1,0,"U"
"CO0350000","140001963","2014-04-04",1,2,"W"
"CO0350000","140002686","2014-05-06",0,1,"U"
"CO0350000","140004241","2014-07-06",4,1,"W"
"CO0350000","140005944","2014-09-08",1,7,"W"
"CO0350300","140009091","2014-06-25",1,1,"B"
"CO0350300","140014709","2014-09-27",1,3,"M"
"CO0350400","2014002032","2014-03-22",0,0,"U"
"CO0380100","201400000587","2014-01-21",1,1,"W"
"CO0380100","201400004551","2014-05-17",1,1,"W"
"CO0390000","14-8846","2014-03-27",2,1,"W"
"CO0390100","14-00055869","2014-10-10",1,1,"W"
"CO0420000","14-0698-B","2014-07-01",1,1,"W"
"CO0440200","201400003326","2014-02-16",1,0,"U"
"CO0600000","14-17878","2014-08-24",2,1,"W"
"CODPD0000","14-000160568","2014-03-29",1,0,"U"
"CODPD0000","14-000247849","2014-05-16",1,2,"W"
"CODPD0000","14-000250801","2014-05-17",1,1,"B"
"CODPD0000","14-000267107","2014-05-26",2,3,"B"
"CODPD0000","14-000316135","2014-06-20",1,1,"W"
"CODPD0000","14-000400389","2014-07-13",1,2,"M"
"CODPD0000","14-000487434","2014-09-13",1,2,"W"
"CODPD0000","14-000489264","2014-09-15",2,1,"B"
"CODPD0000","14-000530462","2014-10-06",1,1,"B"
"CODPD0000","14-000555832","2014-10-19",2,1,"B"
"CODPD0000","14-000626738","2014-11-24",1,4,"B"
"CODPD0000","14-000668766","2014-12-18",1,1,"W"
"CT0001100","1400008358","2014-03-15",1,1,"B"
"CT0001100","1400016882","2014-05-30",2,0,"U"
"CT0001100","1400025793","2014-08-21",1,1,"B"
"CT0001100","1400028475","2014-09-18",1,0,"U"
"CT0001100","1400028863","2014-09-22",1,0,"U"
"CT0001100","1400033608","2014-11-11",1,0,"U"
"CT0001500","20140416198","2014-04-16",1,1,"W"
"CT0001500","20140607341","2014-06-07",1,1,"W"
"CT0001500","20140719094","2014-07-19",1,1,"W"
"CT0001700","1400000464","2014-01-04",1,1,"W"
"CT0001700","1400008813","2014-03-05",1,1,"W"
"CT0001700","1400041201","2014-09-04",0,1,"W"
"CT0001800","14-239-OF","2014-05-11",0,0,"U"
"CT0002500","201400011727","2014-06-03",2,1,"W"
"CT0003400","1400021118","2014-06-23",1,1,"W"
"CT0003400","141833","2014-02-04",2,1,"W"
"CT0004300","201400016430","2014-06-19",1,1,"W"
"CT0004600","14-5809","2014-10-12",0,0,"U"
"CT0005400","14-016137","2014-10-29",1,1,"B"
"CT0005700","1400000885","2014-01-08",1,1,"W"
"CT0006200","1400052805","2014-12-07",1,0,"U"
"CT0007700","M201402644","2014-03-19",2,0,"U"
"CT0007700","M201409838","2014-10-04",1,1,"W"
"CT0007700","M201412372","2014-12-20",1,1,"W"
"CT0008000","14008112","2014-09-13",1,1,"W"
"CT0008100","14-5259","2014-11-11",1,1,"W"
"CT0008300","14-06676","2014-03-10",1,1,"W"
"CT0008300","14-06835","2014-03-11",1,1,"W"
"CT0008300","14-12175","2014-05-02",1,1,"W"
"CT0008300","14-28464","2014-10-10",0,1,"B"
"CT0008300","14-29939","2014-10-25",1,1,"B"
"CT0008400","14-2262","2014-04-09",1,1,"W"
"CT0008400","2014007629","2014-11-24",1,1,"W"
"CT0009300","0114006026","2014-02-05",1,1,"W"
"CT0009300","0114011336","2014-03-07",1,3,"U"
"CT0009300","14017326","2014-04-10",1,1,"B"
"CT0009300","14017734","2014-04-12",1,1,"W"
"CT0009300","14023268","2014-05-13",2,1,"B"
"CT0009300","14061114","2014-11-24",0,0,"U"
"CT0009400","I20140802","2014-03-17",1,1,"W"
"CT0009600","14-16568-OF","2014-05-11",0,0,"U"
"CT0009700","201400002007","2014-02-01",0,1,"U"
"CT0009700","201400008857","2014-05-05",0,1,"U"
"CT0010100","1400018130","2014-09-11",1,0,"U"
"CT0010300","1400038886","2014-08-17",1,1,"W"
"CT0010300","1400043012","2014-09-07",1,0,"U"
"CT0010400","14-47-AR","2014-01-06",1,1,"W"
"CT0010600","201400007698","2014-05-05",3,1,"W"
"CT0010600","201400008116","2014-05-12",1,1,"B"
"CT0010600","201400009829","2014-06-05",0,1,"W"
"CT0010600","201400014114","2014-08-04",1,3,"W"
"CT0010900","14-6364A-AR","2014-07-12",1,1,"W"
"CT0011100","14-2481","2014-03-15",0,1,"W"
"CT0012400","14-11344","2014-09-18",0,0,"U"
"CT0013500","1409040275","2014-09-04",0,0,"U"
"CT0013500","1409140007","2014-09-14",1,1,"W"
"CT0013800","1400002377","2014-01-28",0,0,"U"
"CT0013800","1400017642","2014-07-10",0,0,"U"
"CT0014300","14-12671","2014-03-28",0,3,"W"
"CT0014300","14-32381","2014-08-07",1,0,"U"
"CT0014600","1400006266","2014-05-10",1,1,"W"
"CT0014600","1400009458","2014-07-07",1,0,"U"
"CT0014600","1400013155","2014-09-11",1,0,"U"
"CT0014600","1400015627","2014-10-28",1,1,"W"
"CT0015100","2014-0051111","2014-09-23",1,1,"B"
"CT0015100","20140027578","2014-05-30",1,1,"W"
"CT0015100","20140033217","2014-06-29",1,1,"W"
"CT0015300","1400004256","2014-04-28",1,1,"W"
"CT0015500","1400055889","2014-10-22",0,0,"U"
"CT0015600","2014016777","2014-05-24",3,1,"W"
"CT0016400","2014-12794","2014-04-02",1,1,"B"
"CT0016700","1400019138","2014-10-31",1,0,"U"
"CT0017000","1400044109","2014-10-28",0,0,"U"
"CT0017000","1400050729","2014-12-10",0,0,"U"
"CT0019400","14-3857","2014-03-04",1,0,"U"
"CT00A5900","14-3835-OF","2014-12-10",1,1,"W"
"CT00A5900","14-543-OF","2014-02-21",2,2,"M"
"CTCSP0000","1400115677","2014-02-26",1,1,"W"
"CTCSP0000","1400167559","2014-03-21",1,0,"U"
"DCMPD0000","14-016428","2014-02-03",1,0,"U"
"DCMPD0000","14-017169","2014-02-04",0,0,"U"
"DCMPD0000","14-024251","2014-02-20",0,0,"U"
"DCMPD0000","14-024547","2014-02-21",0,0,"U"
"DCMPD0000","14-027299","2014-02-26",1,1,"B"
"DCMPD0000","14-029582","2014-03-03",1,1,"B"
"DCMPD0000","14-067414","2014-05-13",0,0,"U"
"DCMPD0000","14-073281","2014-05-23",0,0,"U"
"DCMPD0000","14-074059","2014-05-24",1,1,"B"
"DCMPD0000","14-082778","2014-06-08",1,0,"U"
"DCMPD0000","14-083820","2014-06-10",1,0,"U"
"DCMPD0000","14-092699","2014-06-25",0,0,"U"
"DCMPD0000","14-112064","2014-07-28",1,1,"W"
"DCMPD0000","14-115367","2014-08-02",1,1,"B"
"DCMPD0000","14-115840","2014-08-03",1,1,"M"
"DCMPD0000","14-115986","2014-08-03",1,1,"W"
"DCMPD0000","14-120697","2014-08-11",1,1,"U"
"DCMPD0000","14-124759","2014-08-18",1,1,"W"
"DCMPD0000","14-157939","2014-10-13",2,0,"U"
"DCMPD0000","14-159610","2014-10-16",1,1,"W"
"DCMPD0000","14-164373","2014-10-24",2,1,"B"
"DCMPD0000","14-169801","2014-11-02",1,0,"U"
"DCMTP0000","20143734700","2014-07-30",1,1,"B"
"DCMTP0000","20146152300","2014-12-08",1,1,"B"
"DE0010400","5714002468","2014-09-03",2,1,"W"
"DE0012000","9014030691","2014-10-23",1,1,"W"
"DE0020300","3214072810","2014-07-10",1,0,"U"
"DE0020300","3214096912","2014-09-04",2,0,"U"
"DE0020300","3214119994","2014-10-30",1,0,"U"
"DE0020500","3114028686","2014-10-02",1,0,"U"
"DE0020600","3014069262","2014-08-28",2,5,"M"
"DE302SP00","0914038068","2014-08-02",0,0,"U"
"DE303SP00","0714054522","2014-08-28",1,1,"W"
"FL0010000","14-11156","2014-11-26",1,1,"W"
"FL0051100","201400017837","2014-04-13",1,1,"W"
"FL0051200","14-006713","2014-07-10",1,1,"W"
"FL0062100","114026733","2014-08-24",2,0,"U"
"FL0062200","14-05-03329","2014-05-17",2,1,"W"
"FL0068800","081410001939","2014-10-25",1,3,"W"
"FL0080000","1404-015358","2014-04-30",1,1,"W"
"FL0100000","2014025938","2014-09-26",1,2,"W"
"FL0100000","2014032872","2014-12-08",2,1,"B"
"FL0130700","2014-0002257","2014-02-26",1,0,"U"
"FL0130700","2014-0003750","2014-03-21",1,1,"W"
"FL0131800","2014-42443","2014-11-18",1,0,"U"
"FL0170100","14-010665","2014-10-24",1,1,"W"
"FL0260100","CLPD14OFF118","2014-09-21",1,1,"B"
"FL0280000","14OFF007767","2014-09-16",1,0,"U"
"FL0290300","2014-02016","2014-06-08",1,1,"B"
"FL0360000","14-089103","2014-03-06",0,0,"U"
"FL0360000","14030997","2014-01-24",1,0,"U"
"FL0360200","14-010262","2014-06-22",1,0,"U"
"FL0410000","2014028199","2014-09-14",2,1,"B"
"FL0410000","2014028364","2014-09-16",1,1,"B"
"FL0410000","2014038488","2014-12-21",1,1,"B"
"FL0480000","14-2550","2014-03-24",1,0,"U"
"FL0480000","14-32944","2014-04-16",1,1,"B"
"FL0480300","201400039089","2014-10-14",1,1,"W"
"FL0480400","2014-0024629","2014-06-11",1,1,"B"
"FL0480400","201400272362","2014-06-30",1,1,"B"
"FL0480400","201400309702","2014-07-25",1,1,"W"
"FL0480400","201400349826","2014-08-21",1,1,"B"
"FL0490200","01-14-010343","2014-11-16",1,1,"W"
"FL0500800","20140003886","2014-03-03",1,0,"U"
"FL0500800","20140012731","2014-07-22",1,0,"U"
"FL0500800","20140013705","2014-08-07",1,0,"U"
"FL0500800","20140014192","2014-08-16",0,0,"U"
"FL0500800","20140020022","2014-11-26",1,0,"U"
"FL0501700","14004737","2014-11-01",1,1,"W"
"FL0510000","14039422","2014-11-05",1,1,"B"
"FL0560200","201424038","2014-11-28",2,0,"U"
"FL0590400","201440000014","2014-01-05",1,1,"W"
"FL0600000","14OFF003274","2014-10-08",0,0,"U"
"FL0600000","14OFF003471","2014-10-25",0,0,"U"
"FL0600000","14OFF003644","2014-11-07",0,0,"U"
"FL0640000","14-2174","2014-01-24",1,1,"W"
"FL0640000","140006365","2014-03-09",1,1,"B"
"FL0640000","140018926","2014-07-12",1,1,"W"
"FL0650000","14OFF002560","2014-12-10",0,0,"U"
"FL0650000","WCSO14OFF002","2014-12-07",0,0,"U"
"FL0660000","14-000991","2014-03-08",1,1,"B"
"GA0330200","14014764","2014-02-20",1,2,"W"
"GA0330200","14015741","2014-02-24",1,1,"W"
"GA0330200","14017350","2014-03-01",1,1,"W"
"GA0330200","14020020","2014-03-10",1,0,"U"
"GA0330200","14025210","2014-03-26",2,1,"B"
"GA0330200","14039163","2014-05-10",1,1,"W"
"GA0330200","14057843","2014-07-09",1,2,"W"
"GA0330200","14065811","2014-08-02",1,0,"U"
"GA0330200","14067203","2014-08-06",1,1,"W"
"GA0330200","14069240","2014-08-13",2,1,"B"
"GA0330200","14071952","2014-08-21",1,1,"B"
"GA0330200","14091475","2014-10-23",1,1,"B"
"GA0330200","14100493","2014-11-21",2,1,"W"
"GA0330200","14101318","2014-11-24",2,1,"W"
"GA0330200","14102280","2014-11-28",1,1,"W"
"GA0670200","140022814","2014-03-15",0,0,"U"
"GA0670200","140051497","2014-06-11",1,1,"M"
"GA0750500","14-011584","2014-06-29",1,1,"W"
"GAAPD0000","140052180","2014-01-05",1,0,"U"
"GAAPD0000","141541703","2014-06-03",1,3,"B"
"IA0150100","14006194","2014-07-17",1,0,"U"
"IA0570100","201403206","2014-03-03",0,0,"U"
"IA0770300","20140026452","2014-09-07",1,1,"W"
"IA0820100","201400014130","2014-07-25",1,1,"W"
"IA0850100","14002199","2014-05-05",1,1,"A"
"IA0940100","14001422","2014-05-14",1,0,"U"
"ID0010100","201400411248","2014-05-30",1,1,"W"
"ID0010100","201400411517","2014-06-02",4,3,"W"
"ID0010100","201400411543","2014-06-03",1,0,"U"
"ID0010100","201400414910","2014-07-14",1,1,"W"
"ID0010100","201400420406","2014-09-21",1,1,"W"
"ID0010100","201400421132","2014-09-30",1,2,"W"
"ID0010100","201400421152","2014-09-28",1,1,"B"
"ID0010100","201400422318","2014-10-08",1,0,"U"
"ID0030200","14-P20466","2014-09-27",0,0,"U"
"ID0140200","N14-25685","2014-07-15",1,0,"U"
"ID0140200","N14-29427","2014-08-10",1,0,"U"
"ID0140200","N14-37638","2014-10-08",1,0,"U"
"ID0140200","N14-38784","2014-10-17",3,2,"M"
"ID0270100","141007","2014-09-02",1,2,"W"
"ID0280100","14C27923","2014-08-23",4,1,"W"
"ID0350200","14-L1530","2014-02-02",1,2,"U"
"ID0380300","14015905","2014-08-29",1,3,"W"
"ID0410000","1406602","2014-07-27",2,2,"W"
"IL0020100","6312","2014-11-28",5,1,"W"
"IL0100400","250","2014-01-26",1,1,"W"
"IL0100600","3388","2014-05-24",2,1,"W"
"IL0100700","4436","2014-08-21",3,3,"W"
"IL0160500","3096","2014-01-06",1,0,"U"
"IL0162A00","122","2014-02-19",1,1,"W"
"IL0165000","5083","2014-09-09",2,1,"W"
"IL0165200","6044","2014-10-10",1,1,"W"
"IL0165700","7488","2014-12-21",1,4,"B"
"IL0166300","5421","2014-09-14",1,1,"W"
"IL0168000","3695","2014-07-01",3,3,"W"
"IL0170200","1243","2014-05-02",1,1,"W"
"IL0190800","2392","2014-06-20",1,2,"B"
"IL0190800","81","2014-01-24",1,1,"W"
"IL0221900","7763","2014-12-20",1,0,"U"
"IL0290000","360","2014-01-29",2,1,"W"
"IL0450100","5002","2014-08-03",3,1,"W"
"IL0450100","5005","2014-09-18",1,0,"U"
"IL0450100","8001","2014-12-17",1,1,"B"
"IL0480400","17","2014-03-13",2,1,"W"
"IL0490000","9063","2014-12-18",1,1,"B"
"IL0570100","1220","2014-04-04",1,1,"U"
"IL0570100","5820","2014-10-27",4,1,"W"
"IL0570200","7551","2014-08-10",1,1,"W"
"IL0601600","8901","2014-09-29",1,2,"W"
"IL0610200","8381","2014-11-09",1,1,"W"
"IL0610600","1731","2014-04-22",1,1,"W"
"IL0680100","2108","2014-05-07",0,0,"U"
"IL0720000","7407","2014-12-25",2,1,"W"
"IL0821600","2607","2014-06-23",2,0,"U"
"IL0822500","4232","2014-08-28",3,2,"B"
"IL0840200","5326","2014-09-14",1,2,"W"
"IL0840200","5327","2014-09-24",1,4,"W"
"IL0990400","7599","2014-11-05",1,1,"W"
"IL0990700","5582","2014-10-29",1,2,"W"
"IL1010000","4082","2014-06-22",0,0,"U"
"IL1020200","31","2014-04-10",1,1,"W"
"ILCPD0000","315","2014-01-19",1,1,"U"
"ILCPD0000","316","2014-02-16",1,1,"B"
"ILCPD0000","317","2014-02-17",1,1,"B"
"ILCPD0000","324","2014-03-01",1,1,"W"
"ILCPD0000","331","2014-03-17",1,1,"B"
"ILCPD0000","341","2014-03-19",1,1,"W"
"ILCPD0000","350","2014-04-28",2,0,"U"
"ILCPD0000","4176","2014-01-16",1,1,"U"
"ILCPD0000","4182","2014-03-08",1,1,"B"
"ILCPD0000","4187","2014-04-08",1,1,"B"
"ILCPD0000","4188","2014-04-30",1,1,"B"
"ILCPD0000","4201","2014-04-25",1,1,"W"
"ILCPD0000","4220","2014-06-07",1,0,"U"
"ILCPD0000","4245","2014-06-22",2,1,"B"
"ILCPD0000","4262","2014-08-21",0,0,"U"
"ILCPD0000","4893","2014-09-12",2,1,"B"
"ILCPD0000","4900","2014-09-13",0,1,"U"
"ILCPD0000","4905","2014-09-14",0,1,"U"
"ILCPD0000","6208","2014-05-21",1,1,"W"
"ILCPD0000","6212","2014-09-18",7,0,"U"
"ILCPD0000","6278","2014-11-13",1,1,"W"
"ILCPD0000","7706","2014-12-08",3,1,"W"
"ILCPD0000","7708","2014-12-05",1,0,"U"
"ILCPD0000","7709","2014-12-18",1,0,"U"
"ILCPD0000","7713","2014-12-17",1,0,"U"
"ILCPD0000","807","2014-03-12",1,1,"W"
"ILCPD0000","809","2014-05-07",1,0,"U"
"IN0020100","14F084186","2014-06-29",0,0,"U"
"IN0030100","14-03526","2014-05-17",0,0,"U"
"IN0030100","14-06437","2014-08-31",0,0,"U"
"IN0030100","14-06438","2014-08-31",0,0,"U"
"IN0030100","14-06439","2014-08-30",0,0,"U"
"IN0290700","201432806","2014-08-20",1,1,"U"
"IN0480200","2014-39692","2014-10-21",1,1,"W"
"IN0530100","B14-00666","2014-01-29",1,1,"W"
"IN0530100","B14-04692","2014-06-27",1,0,"U"
"IN0530100","B14-06054","2014-08-19",2,2,"W"
"IN0530100","B14-10957","2014-10-18",1,1,"W"
"IN0530100","B14-18319","2014-12-12",1,1,"W"
"IN0530100","B14-19263","2014-12-18",2,1,"W"
"IN0530100","B1406694","2014-09-07",1,4,"B"
"IN0530100","B1408658","2014-10-02",1,1,"W"
"IN0540000","MC05989","2014-12-28",1,1,"W"
"IN0730100","SPD-14-07884","2014-08-06",1,1,"W"
"IN0730100","SPD-14-08402","2014-08-21",1,1,"W"
"IN0730100","SPD-14-10008","2014-10-05",1,1,"W"
"IN0730100","SPD-14-10719","2014-10-28",1,1,"W"
"IN0790300","2014-1402","2014-09-21",1,1,"U"
"IN367SP00","14ISPC004877","2014-06-12",1,1,"W"
"IN389SP00","14ISPC002372","2014-03-22",1,1,"B"
"INIPD0000","PD14021786","2014-03-02",1,1,"W"
"INIPD0000","PD14022708","2014-03-05",1,0,"U"
"INIPD0000","PD14032692","2014-03-29",2,1,"B"
"INIPD0000","PD14039651","2014-04-16",1,1,"W"
"INIPD0000","PD14046112","2014-05-01",1,1,"W"
"INIPD0000","PD14052665","2014-05-20",1,1,"U"
"INIPD0000","PD14074368","2014-07-01",1,1,"W"
"INIPD0000","PD14084268","2014-08-14",1,3,"B"
"INIPD0000","PD14102653","2014-09-28",6,1,"W"
"INIPD0000","PD14102886","2014-09-28",1,2,"B"
"INIPD0000","PD14102926","2014-09-18",1,1,"U"
"INIPD0000","PD14121669","2014-11-19",1,1,"U"
"INIPD0000","PD14129671","2014-12-12",1,1,"B"
"INIPD0000","PD14130747","2014-12-16",0,1,"U"
"KS0070100","141227","2014-06-02",1,0,"U"
"KS0160100","143007","2014-11-11",1,1,"W"
"KS0190100","P14001619","2014-04-01",1,0,"U"
"KS0210100","14009816","2014-06-19",0,1,"U"
"KS0220100","14C05083","2014-05-05",1,0,"U"
"KS0230100","02-14-000503","2014-01-12",1,1,"U"
"KS0230100","02-14-002359","2014-03-08",2,5,"M"
"KS0230100","02-14-003733","2014-04-09",0,1,"U"
"KS0230100","02-14-004248","2014-04-17",1,1,"W"
"KS0230100","02-14-004565","2014-04-28",1,1,"B"
"KS0230100","02-14-004924","2014-04-18",0,1,"W"
"KS0230100","02-14-007029","2014-06-22",2,3,"M"
"KS0230100","02-14-007198","2014-06-25",1,1,"U"
"KS0230100","02-14-007832","2014-07-08",1,1,"U"
"KS0260000","14332","2014-01-26",2,2,"M"
"KS0260000","144372","2014-10-24",1,2,"M"
"KS0290000","2014FO0878","2014-08-03",1,1,"B"
"KS0290100","1422729","2014-09-22",0,1,"W"
"KS0310100","1407610","2014-07-14",3,1,"W"
"KS0370000","20140220A","2014-03-19",1,1,"W"
"KS0430000","14488","2014-04-20",2,1,"W"
"KS0460600","2014-018533","2014-10-12",1,1,"W"
"KS0470000","2014110","2014-03-16",1,2,"M"
"KS0520100","14009844","2014-05-15",2,2,"W"
"KS0520100","14021405","2014-10-11",1,1,"B"
"KS0520100","1410111","2014-05-18",2,4,"M"
"KS0520100","149820","2014-05-15",2,1,"W"
"KS0570100","2014MPD-0937","2014-05-17",0,0,"U"
"KS0610100","144343","2014-09-07",1,1,"B"
"KS0610200","141952","2014-03-17",2,1,"W"
"KS0780100","201400000658","2014-01-09",1,1,"U"
"KS0780100","201400009567","2014-04-29",1,0,"U"
"KS0810000","14-003397","2014-05-20",1,1,"U"
"KS0850000","201400010183","2014-05-17",1,2,"W"
"KS0850000","201400016776","2014-08-06",1,1,"W"
"KS0850000","201400016945","2014-08-09",1,1,"U"
"KS0850100","201400017254","2014-05-23",0,0,"U"
"KS0850100","201400020585","2014-06-22",1,1,"W"
"KS0870200","201401926","2014-05-29",3,3,"W"
